Id,Report Source,Category,Created at local,Closed at local,Status,Address,smell description,URL,Latitude,Longitude,Export tagged places,date,time,Day,Month,Year,Hour,Month_name,Date & time (hour rounded),epoch time,date & time,smell value,zipcode,symptoms,additional comments,smell_type
8078802,iPhone,Odor,6/26/20 21:03,6/29/20 12:37,Archived,132 Brackett St,Fumes yet again. Please make it stop!,https://crm.seeclickfix.com/#/organizations/611/issues/8078802,43.65017985,-70.26712678,City Council District 2,6/26/20,21:03:00,26,6,2020,21,Jun,6/26/20 21:00,,,,,,,petroleum
8079071,iPhone,Odor,6/26/20 21:22,6/29/20 12:37,Archived,380 Danforth St,Intense petro fumes have been close to intolerable.  ,https://crm.seeclickfix.com/#/organizations/611/issues/8079071,43.6447158,-70.27102744,City Council District 2,6/26/20,21:22:00,26,6,2020,21,Jun,6/26/20 21:00,,,,,,,petroleum
8079248,Web - Desktop,Odor,6/26/20 21:35,6/29/20 12:37,Archived,106 Spruce St,Absolutely horrific odor coming into the neighborhood tonight. Maybe the worst I've ever experienced in my short time on the West End. It seriously hurt to breath the air tonight... ,https://crm.seeclickfix.com/#/organizations/611/issues/8079248,43.647894,-70.269894,City Council District 2,6/26/20,21:35:00,26,6,2020,21,Jun,6/26/20 21:00,,,,,,,petroleum
8079397,Portal,Odor,6/26/20 21:46,6/29/20 12:37,Archived,18 Neal St,Petrochemical smell and extremely loud engine noise coming from across the bridge. This is happening a lot. I'm seriously considering moving because of it.,https://crm.seeclickfix.com/#/organizations/611/issues/8079397,43.64696368,-70.27200937,City Council District 2,6/26/20,21:46:00,26,6,2020,21,Jun,6/26/20 21:00,,,,,,,petroleum
8080568,iPhone,Odor,6/26/20 23:56,6/29/20 12:37,Archived,31 Cushman St,"Smells like a tar, every day for the last 2 years. I have to keep my windows closed  all year or risk breathing this in. If I do, instant headache. This is a public health issue. ",https://crm.seeclickfix.com/#/organizations/611/issues/8080568,43.64935954,-70.26879189,City Council District 2,6/26/20,23:56:00,26,6,2020,23,Jun,6/26/20 23:00,,,,,,,petroleum
8083758,iPhone,Odor,6/27/20 12:40,6/29/20 12:37,Archived,13 West St,High fume levels of burning tar/oil in the open air. Months and months of this with no change. Please do not close this case until your personal responsibility and accountability for the ongoing health hazard has been acknowledged. ,https://crm.seeclickfix.com/#/organizations/611/issues/8083758,43.650988,-70.2695881,City Council District 2,6/27/20,12:40:00,27,6,2020,12,Jun,6/27/20 12:00,,,,,,,petroleum
8083761,iPhone,Odor,6/27/20 12:41,6/29/20 12:37,Archived,211 Vaughan St,"Tar odor from the tank farm is so strong today I felt light headed in my own house and had to sit down. With the CDC recommending open windows to mitigate covid buildup, how is it not an urgent public health crisis that these tanks are emitting so many fumes that one has to choose between virus buildup (closing windows), and the toxic effects of VCOs (open windows)??  These tank farms have been violating EPA regs for years and still nothing has been done. Soon, I think, it’s time for someone to hold the city liable for its mishandling of and inaction on this known problem.  Maybe a lawsuit will wake you up from your constant do-nothing auto response. ",https://crm.seeclickfix.com/#/organizations/611/issues/8083761,43.65129414,-70.27320004,City Council District 2,6/27/20,12:41:00,27,6,2020,12,Jun,6/27/20 12:00,,,,,,,petroleum
8084517,Web - Mobile,Odor,6/27/20 16:30,6/29/20 12:37,Archived,Western Prom,The petro chemical smell has been nauseating all day,https://crm.seeclickfix.com/#/organizations/611/issues/8084517,43.64483274,-70.27314663,City Council District 2,6/27/20,16:30:00,27,6,2020,16,Jun,6/27/20 16:00,,,,,,,petroleum
8084948,Portal,Odor,6/27/20 19:42,6/29/20 12:37,Archived,"Waynflete School 360 Spring St,",Strong smell of fuel or oil for the last 45 minutes ,https://crm.seeclickfix.com/#/organizations/611/issues/8084948,43.64601,-70.27055,City Council District 2,6/27/20,19:42:00,27,6,2020,19,Jun,6/27/20 19:00,,,,,,,petroleum
8085012,Web - Desktop,Odor,6/27/20 20:17,6/29/20 12:37,Archived,390 Congress St,Very strong smell of asphalt blowing into Old Port. Not appetizing for outdoor dining. ,https://crm.seeclickfix.com/#/organizations/611/issues/8085012,43.65900685,-70.2564316,City Council District 1,6/27/20,20:17:00,27,6,2020,20,Jun,6/27/20 20:00,,,,,,,petroleum
8085035,Portal,Odor,6/27/20 20:32,6/29/20 12:37,Archived,17 West St,day # 2 of intolerable odor of burning tar and oil. This happens 2-3 times a week. It is a miserable thing to live with. Please help make it stop! Doesn’t Sprague Energy realize they are going to end up getting sued out of business? ,https://crm.seeclickfix.com/#/organizations/611/issues/8085035,43.650981,-70.2697815,City Council District 2,6/27/20,20:32:00,27,6,2020,20,Jun,6/27/20 20:00,,,,,,,petroleum
8085174,Android,Odor,6/27/20 21:23,6/29/20 12:37,Archived,33 Storer St,bad petroleum smells toniggr,https://crm.seeclickfix.com/#/organizations/611/issues/8085174,43.6469011,-70.2696589,City Council District 2,6/27/20,21:23:00,27,6,2020,21,Jun,6/27/20 21:00,,,,,,,petroleum
8087006,Portal,Odor,6/28/20 8:14,6/29/20 12:37,Archived,265 Spring St,URGENT: Strong diesel smell in West End. We can barely breathe.,https://crm.seeclickfix.com/#/organizations/611/issues/8087006,43.64856398,-70.26735306,City Council District 2,6/28/20,8:14:00,28,6,2020,8,Jun,6/28/20 8:00,,,,,,,petroleum
8087035,Portal,Odor,6/28/20 8:40,6/29/20 12:37,Archived,1603 Washington Ave,1603 Washington Avenue smells like raw sewage or like something died its an indescribable disgusting smell ,https://crm.seeclickfix.com/#/organizations/611/issues/8087035,43.706178,-70.2929835,City Council District 5,6/28/20,8:40:00,28,6,2020,8,Jun,6/28/20 8:00,,,,,,,petroleum
8088631,Portal,Odor,6/28/20 17:11,6/29/20 12:37,Archived,5 Briggs St,The odor is worse in the week than it has been in 4 years living here. Today it smells more like burning than raw gas fumes.,https://crm.seeclickfix.com/#/organizations/611/issues/8088631,43.647219,-70.2639765,City Council District 2,6/28/20,17:11:00,28,6,2020,17,Jun,6/28/20 17:00,,,,,,,petroleum
8094140,Web - Desktop,Odor,6/29/20 15:29,7/8/20 9:56,Archived,87 Pine St,Strong smell of asphalt,https://crm.seeclickfix.com/#/organizations/611/issues/8094140,43.65021823,-70.26980285,City Council District 2,6/29/20,15:29:00,29,6,2020,15,Jun,6/29/20 15:00,,,,,,,petroleum
8110492,Android,Odor,7/1/20 20:14,7/8/20 9:56,Archived,66 West St,,https://crm.seeclickfix.com/#/organizations/611/issues/8110492,43.650646,-70.2725832,City Council District 2,7/1/20,20:14:00,1,7,2020,20,Jul,7/1/20 20:00,,,,,,,no description provided
8110569,Android,Odor,7/1/20 20:45,7/8/20 9:56,Archived,106 High St,smelling it throughout the old port.,https://crm.seeclickfix.com/#/organizations/611/issues/8110569,43.6529744,-70.2621802,"City Council District 2,City of Portland 032018,City of Portland (simplified to 10m),Downtown District 092618,Portland ME placeholder",7/1/20,20:45:00,1,7,2020,20,Jul,7/1/20 20:00,,,,,,,petroleum
8111035,iPhone,Odor,7/1/20 22:44,7/8/20 9:56,Archived,380 Danforth St,"The smell of tar and Oil continues
To permeate the neighborhood making it
Scary to open the window and cruel to keep them shut.  Feels like Every evening it creeps into the air ultimately stinging throats and giving headaches.  I am fearful for what potential damage is happening to my children’s respiratory system",https://crm.seeclickfix.com/#/organizations/611/issues/8111035,43.64463927,-70.27087411,City Council District 2,7/1/20,22:44:00,1,7,2020,22,Jul,7/1/20 22:00,,,,,,,petroleum
8111091,Android,Odor,7/1/20 22:52,7/8/20 9:56,Archived,41 Bowdoin St,very strong petrochemical smell. please actually respond with what is being done instead of just closing this complaint out.,https://crm.seeclickfix.com/#/organizations/611/issues/8111091,43.6468634,-70.2742419,City Council District 2,7/1/20,22:52:00,1,7,2020,22,Jul,7/1/20 22:00,,,,,,,petroleum
8111227,Portal,Odor,7/1/20 23:05,7/8/20 9:56,Archived,101 Pine St,"Strong asphalt, petrochemical smell.",https://crm.seeclickfix.com/#/organizations/611/issues/8111227,43.64993279,-70.27018547,City Council District 2,7/1/20,23:05:00,1,7,2020,23,Jul,7/1/20 23:00,,,,,,,petroleum
8113662,Web - Desktop,Odor,7/2/20 7:40,7/8/20 9:56,Archived,Taylor St,Petrochemical/Asphalt smell is still strong as it was last night.,https://crm.seeclickfix.com/#/organizations/611/issues/8113662,43.64748504,-70.26730489,City Council District 2,7/2/20,7:40:00,2,7,2020,7,Jul,7/2/20 7:00,,,,,,,petroleum
8113837,Web - Mobile,Odor,7/2/20 8:09,7/8/20 9:56,Archived,305 Danforth St,Super strong petroleum smell last night- to the point where it woke me up around midnight. ,https://crm.seeclickfix.com/#/organizations/611/issues/8113837,43.646446,-70.268243,City Council District 2,7/2/20,8:09:00,2,7,2020,8,Jul,7/2/20 8:00,,,,,,,petroleum
8113881,Portal,Odor,7/2/20 8:22,7/8/20 9:56,Archived,15 Thomas St,Very strong chemical odor in West End this morning,https://crm.seeclickfix.com/#/organizations/611/issues/8113881,43.64739902,-70.27039597,City Council District 2,7/2/20,8:22:00,2,7,2020,8,Jul,7/2/20 8:00,,,,,,,petroleum
8117375,iPhone,Odor,7/2/20 17:46,7/8/20 9:56,Archived,Fore River Pkwy,Oil smell,https://crm.seeclickfix.com/#/organizations/611/issues/8117375,43.64458861,-70.28067509,City Council District 3,7/2/20,17:46:00,2,7,2020,17,Jul,7/2/20 17:00,,,,,,,petroleum
8125949,Web - Desktop,Odor,7/4/20 8:51,7/8/20 9:56,Archived,50 Wilmot St,"Fog just rolled in and now an awful, eye-stinging odor of asphalt mixed with the high-risk chemical naphthalene is making it hard to breathe. Why isn't the City of Portland challenging the federal government's slap on the wrist settlement with major polluter and public health menace Sprague like the City of South Portland is doing? The oil company's business practices are degrading the quality of life on both sides of the Fore River. https://www.pressherald.com/2020/07/04/south-portland-wants-tougher-epa-crackdown-on-sprague-tank-pollution/",https://crm.seeclickfix.com/#/organizations/611/issues/8125949,43.66152398,-70.2567315,City Council District 1,7/4/20,8:51:00,4,7,2020,8,Jul,7/4/20 8:00,,,,,,,petroleum
8137755,iPhone,Odor,7/6/20 20:06,7/8/20 9:56,Archived,13 West St,Heavy VOC toxins in the air from Sprague/Global,https://crm.seeclickfix.com/#/organizations/611/issues/8137755,43.650988,-70.2695881,City Council District 2,7/6/20,20:06:00,6,7,2020,20,Jul,7/6/20 20:00,,,,,,,petroleum
8137963,Portal,Odor,7/6/20 21:21,7/8/20 9:56,Archived,87 Pine St,"harsh, stinky petrochemical odor seeping in through the windows.",https://crm.seeclickfix.com/#/organizations/611/issues/8137963,43.65035758,-70.26967049,City Council District 2,7/6/20,21:21:00,6,7,2020,21,Jul,7/6/20 21:00,,,,,,,petroleum
8139412,Portal,Odor,7/7/20 2:09,7/8/20 9:56,Archived,105 Pine St,"Horrible smell, like asphalt ",https://crm.seeclickfix.com/#/organizations/611/issues/8139412,43.64992258,-70.2702713,City Council District 2,7/7/20,2:09:00,7,7,2020,2,Jul,7/7/20 2:00,,,,,,,petroleum
8141326,Web - Desktop,Odor,7/7/20 8:38,7/8/20 9:56,Archived,88 Park St,"Last evening, around 9 o'clock.  Persistent problem for years - nothing ever done to abate this hazard to health and well being.  Why?",https://crm.seeclickfix.com/#/organizations/611/issues/8141326,43.65167002,-70.261973,City Council District 2,7/7/20,8:38:00,7,7,2020,8,Jul,7/7/20 8:00,,,,,,,petroleum
8142196,Web - Desktop,Odor,7/7/20 10:35,7/8/20 9:56,Archived,Western Prom,Awakened out of a sound sleep by the petrochemical smell wafting through my window. I’m not a light sleeper so this odor was pretty intense. It’s frightening to think we are inhaling these toxins while we sleep.,https://crm.seeclickfix.com/#/organizations/611/issues/8142196,43.64491618,-70.27345241,City Council District 2,7/7/20,10:35:00,7,7,2020,10,Jul,7/7/20 10:00,,,,,,,petroleum
8145498,iPhone,Odor,7/7/20 20:51,7/8/20 9:56,Archived,225 Park Ave,Petrochemical odor in the South/Southeasterly wind. ,https://crm.seeclickfix.com/#/organizations/611/issues/8145498,43.65589933,-70.27632838,City Council District 2,7/7/20,20:51:00,7,7,2020,20,Jul,7/7/20 20:00,,,,,,,petroleum
8145722,Web - Desktop,Odor,7/7/20 22:02,7/8/20 9:56,Archived,106 Spruce St,Terrible oil odor tonight. Again. ,https://crm.seeclickfix.com/#/organizations/611/issues/8145722,43.64789502,-70.269898,City Council District 2,7/7/20,22:02:00,7,7,2020,22,Jul,7/7/20 22:00,,,,,,,petroleum
8145731,Portal,Odor,7/7/20 22:07,7/8/20 9:56,Archived,55 Bowdoin St,"last night, 7/6, oil smell very strong all night. ",https://crm.seeclickfix.com/#/organizations/611/issues/8145731,43.64692513,-70.27490616,City Council District 2,7/7/20,22:07:00,7,7,2020,22,Jul,7/7/20 22:00,,,,,,,petroleum
8146173,iPhone,Odor,7/7/20 23:53,7/8/20 9:56,Archived,414 Danforth St,Oil smell from South Portland,https://crm.seeclickfix.com/#/organizations/611/issues/8146173,43.6437174,-70.27259,City Council District 2,7/7/20,23:53:00,7,7,2020,23,Jul,7/7/20 23:00,,,,,,,petroleum
8160011,iPhone,Odor,7/9/20 19:25,7/14/20 9:55,Archived,92 Deering Ave,petrochemical odors on the Southeasterly wind again. ,https://crm.seeclickfix.com/#/organizations/611/issues/8160011,43.65792087,-70.274285,City Council District 2,7/9/20,19:25:00,9,7,2020,19,Jul,7/9/20 19:00,,,,,,,petroleum
8163212,iPhone,Odor,7/10/20 8:32,7/14/20 9:55,Archived,119 Chadwick St,Venting of tanks. What is status of remediation compliance by Sprague?,https://crm.seeclickfix.com/#/organizations/611/issues/8163212,43.65090335,-70.27441373,City Council District 2,7/10/20,8:32:00,10,7,2020,8,Jul,7/10/20 8:00,,,,,,,petroleum
8172846,iPhone,Odor,7/11/20 23:31,7/14/20 9:55,Archived,218 Park Ave,Petrochemical VOC odors in the Southerly wind from the SoPo tank farms again. ,https://crm.seeclickfix.com/#/organizations/611/issues/8172846,43.65570886,-70.27609882,City Council District 2,7/11/20,23:31:00,11,7,2020,23,Jul,7/11/20 23:00,,,,,,,petroleum
8173031,Android,Odor,7/12/20 0:30,7/14/20 9:55,Archived,44 Bowdoin St,petrochemical smell. again.,https://crm.seeclickfix.com/#/organizations/611/issues/8173031,43.64675089,-70.274304,City Council District 2,7/12/20,0:30:00,12,7,2020,0,Jul,7/12/20 0:00,,,,,,,petroleum
8173537,Portal,Odor,7/12/20 4:29,7/14/20 9:55,Archived,117 Pine St,"Woken up by smell of asphalt, petrochemical odor wafting through windows. Very strong. ",https://crm.seeclickfix.com/#/organizations/611/issues/8173537,43.64967696,-70.27055025,City Council District 2,7/12/20,4:29:00,12,7,2020,4,Jul,7/12/20 4:00,,,,,,,petroleum
8173731,Web - Desktop,Odor,7/12/20 6:22,7/14/20 9:55,Archived,21 Chestnut St,Strong odor of asphalt blowing in from west,https://crm.seeclickfix.com/#/organizations/611/issues/8173731,43.6595284,-70.25823356,City Council District 1,7/12/20,6:22:00,12,7,2020,6,Jul,7/12/20 6:00,,,,,,,petroleum
8198398,iPhone,Odor,7/15/20 20:41,7/17/20 11:51,Archived,13 West St,Another evening where windows should be open ruined by fumes - burning tar/petrol from the tanks. ,https://crm.seeclickfix.com/#/organizations/611/issues/8198398,43.650988,-70.2695881,City Council District 2,7/15/20,20:41:00,15,7,2020,20,Jul,7/15/20 20:00,,,,,,,petroleum
8198478,Web - Mobile,Odor,7/15/20 20:53,7/17/20 11:51,Archived,Western Prom,Strong oil smell,https://crm.seeclickfix.com/#/organizations/611/issues/8198478,43.64915125,-70.27610779,City Council District 2,7/15/20,20:53:00,15,7,2020,20,Jul,7/15/20 20:00,,,,,,,petroleum
8209592,iPhone,Odor,7/17/20 10:17,7/17/20 11:51,Archived,131 Sherman St,Fuel oil odor is very strong,https://crm.seeclickfix.com/#/organizations/611/issues/8209592,43.6552743,-70.2721627,City Council District 2,7/17/20,10:17:00,17,7,2020,10,Jul,7/17/20 10:00,,,,,,,petroleum
8221732,Web - Desktop,Odor,7/20/20 5:15,7/20/20 10:45,Archived,235 Cumberland Ave,Strong odor of fuel oil or asphalt blowing in from South Portland tanks.,https://crm.seeclickfix.com/#/organizations/611/issues/8221732,43.66095063,-70.25695691,City Council District 1,7/20/20,5:15:00,20,7,2020,5,Jul,7/20/20 5:00,,,,,,,petroleum
8256650,iPhone,Odor,7/24/20 20:05,7/27/20 9:37,Archived,380 Danforth St,Petro fumes.  Southern wind,https://crm.seeclickfix.com/#/organizations/611/issues/8256650,43.64477074,-70.27084165,City Council District 2,7/24/20,20:05:00,24,7,2020,20,Jul,7/24/20 20:00,,,,,,,petroleum
8256675,Portal,Odor,7/24/20 20:20,7/27/20 9:37,Archived,15 Thomas St,,https://crm.seeclickfix.com/#/organizations/611/issues/8256675,43.64739902,-70.27039597,City Council District 2,7/24/20,20:20:00,24,7,2020,20,Jul,7/24/20 20:00,,,,,,,no description provided
8260885,iPhone,Odor,7/25/20 18:02,7/27/20 9:37,Archived,132 Brackett St,More fumes again,https://crm.seeclickfix.com/#/organizations/611/issues/8260885,43.65024233,-70.26711525,City Council District 2,7/25/20,18:02:00,25,7,2020,18,Jul,7/25/20 18:00,,,,,,,petroleum
8261045,Web - Mobile,Odor,7/25/20 19:33,7/27/20 9:37,Archived,106 Spruce St,Another beautiful summer evening... And the stench of oil in the air. ,https://crm.seeclickfix.com/#/organizations/611/issues/8261045,43.64789502,-70.269898,City Council District 2,7/25/20,19:33:00,25,7,2020,19,Jul,7/25/20 19:00,,,,,,,petroleum
8261176,Portal,Odor,7/25/20 20:45,7/27/20 9:37,Archived,33 Storer St,The usual smell,https://crm.seeclickfix.com/#/organizations/611/issues/8261176,43.64693802,-70.26973498,City Council District 2,7/25/20,20:45:00,25,7,2020,20,Jul,7/25/20 20:00,,,,,,,petroleum
8285817,iPhone,Odor,7/29/20 18:48,7/30/20 10:22,Archived,380 Danforth St,Southwest wind ,https://crm.seeclickfix.com/#/organizations/611/issues/8285817,43.64471177,-70.270846,City Council District 2,7/29/20,18:48:00,29,7,2020,18,Jul,7/29/20 18:00,,,,,,,petroleum
8286630,Web - Desktop,Odor,7/29/20 22:53,7/30/20 8:16,Archived,23 Monument Sq,,https://crm.seeclickfix.com/#/organizations/611/issues/8286630,43.65719187,-70.25909185,City Council District 1,7/29/20,22:53:00,29,7,2020,22,Jul,7/29/20 22:00,,,,,,,no description provided
8290341,Web - Desktop,Odor,7/30/20 11:20,8/17/20 14:38,Archived,155 Spring St,"The Mercy Hospital employee shuttle vans that are constantly parked outside the hospital on Spring Street are ALWAYS idling for long periods of time, spewing hot exhaust on everyone who has to walk on the sidewalk. This is in clear violation of the City's no-idling ordinance. ",https://crm.seeclickfix.com/#/organizations/611/issues/8290341,43.65186635,-70.26400578,City Council District 2,7/30/20,11:20:00,30,7,2020,11,Jul,7/30/20 11:00,,,,,,,petroleum
8293195,Portal,Odor,7/30/20 21:23,8/11/20 12:41,Archived,152 Sheridan St,awful smell from the wastewater treatment center.  ,https://crm.seeclickfix.com/#/organizations/611/issues/8293195,43.66717881,-70.25198936,City Council District 1,7/30/20,21:23:00,30,7,2020,21,Jul,7/30/20 21:00,,,,,,,petroleum
8299355,Web - Mobile,Odor,7/31/20 20:44,8/3/20 10:56,Archived,Western Prom,Strong Petrochemical odor...again!,https://crm.seeclickfix.com/#/organizations/611/issues/8299355,43.6445423,-70.27314663,City Council District 2,7/31/20,20:44:00,31,7,2020,20,Jul,7/31/20 20:00,,,,,,,petroleum
8304831,Web - Mobile,Odor,8/2/20 4:32,8/2/20 8:31,Archived,193 Western Promenade,Fuel smell ,https://crm.seeclickfix.com/#/organizations/611/issues/8304831,43.6488577,-70.2755928,City Council District 2,8/2/20,4:32:00,2,8,2020,4,Aug,8/2/20 4:00,,,,,,,petroleum
8308983,iPhone,Odor,8/3/20 7:56,8/3/20 11:03,Archived,75 Clark St,Smell of Asphalt,https://crm.seeclickfix.com/#/organizations/611/issues/8308983,43.64797044,-70.26354743,City Council District 2,8/3/20,7:56:00,3,8,2020,7,Aug,8/3/20 7:00,,,,,,,petroleum
8336525,iPhone,Odor,8/6/20 21:45,8/7/20 8:20,Archived,380 Danforth St,Stinging eyes and nauseating.  Slight southerly breeze,https://crm.seeclickfix.com/#/organizations/611/issues/8336525,43.64465488,-70.27101617,City Council District 2,8/6/20,21:45:00,6,8,2020,21,Aug,8/6/20 21:00,,,,,,,petroleum
8347289,iPhone,Odor,8/8/20 19:38,8/21/20 10:32,Archived,Brighton Ave,"Every day, especially at 11:00am though it varies, a freight train goes by and leaves the neighborhood in a cloud of very smelly thick smoke. We rush to close our windows when it goes by it is so bad. Our car’s have to pass emissions tests but this train is polluting our neighborhood every day. Can the city do anything to prevent this? It’s not Amtrak but a Pan Am freight train. Amtrak is no problem. ",https://crm.seeclickfix.com/#/organizations/611/issues/8347289,43.66364304,-70.28530693,City Council District 3,8/8/20,19:38:00,8,8,2020,19,Aug,8/8/20 19:00,,,,,,,petroleum
8359207,iPhone,Odor,8/11/20 6:47,8/11/20 12:41,Archived,225 Park Ave,"southerly winds carrying petrochemical fumes from the sopo tanks again. pollution is indiscriminate and sees no borders, nor class. ",https://crm.seeclickfix.com/#/organizations/611/issues/8359207,43.65614632,-70.27610495,City Council District 2,8/11/20,6:47:00,11,8,2020,6,Aug,8/11/20 6:00,,,,,,,petroleum
8359272,iPhone,Odor,8/11/20 6:59,8/11/20 12:41,Archived,131 Sherman St,Oil fuel smell again. Very strong ,https://crm.seeclickfix.com/#/organizations/611/issues/8359272,43.65528887,-70.27208266,City Council District 2,8/11/20,6:59:00,11,8,2020,6,Aug,8/11/20 6:00,,,,,,,petroleum
8359287,iPhone,Odor,8/11/20 7:01,8/11/20 12:41,Archived,101–123 Park St,"Thick, acrid smell of fuel/oil in the air on the west end this morning .",https://crm.seeclickfix.com/#/organizations/611/issues/8359287,43.65251161,-70.26323097,City Council District 2,8/11/20,7:01:00,11,8,2020,7,Aug,8/11/20 7:00,,,,,,,petroleum
8359633,Portal,Odor,8/11/20 7:28,8/11/20 12:41,Archived,116 Pine St,"Really strong asphalt, petrochemical odor. eye stingingly bad. ",https://crm.seeclickfix.com/#/organizations/611/issues/8359633,43.64942899,-70.27043202,City Council District 2,8/11/20,7:28:00,11,8,2020,7,Aug,8/11/20 7:00,,,,,,,petroleum
8377260,Android,Odor,8/12/20 20:47,8/13/20 19:15,Archived,309 Spring St,smells like fuel oil,https://crm.seeclickfix.com/#/organizations/611/issues/8377260,43.6475869,-70.2689465,City Council District 2,8/12/20,20:47:00,12,8,2020,20,Aug,8/12/20 20:00,,,,,,,petroleum
8411189,Web - Mobile,Odor,8/17/20 20:50,8/18/20 8:56,Archived,223 Western Promenade,Oil/fuel smell,https://crm.seeclickfix.com/#/organizations/611/issues/8411189,43.64978804,-70.27567863,City Council District 2,8/17/20,20:50:00,17,8,2020,20,Aug,8/17/20 20:00,,,,,,,petroleum
8416905,iPhone,Odor,8/18/20 12:26,8/18/20 13:42,Archived,436–452 Cumberland Ave,Oil tanks smell,https://crm.seeclickfix.com/#/organizations/611/issues/8416905,43.65558811,-70.26555418,City Council District 2,8/18/20,12:26:00,18,8,2020,12,Aug,8/18/20 12:00,,,,,,,petroleum
8423419,Web - Desktop,Odor,8/19/20 8:51,8/19/20 9:35,Archived,88 Park St,,https://crm.seeclickfix.com/#/organizations/611/issues/8423419,43.65167002,-70.261973,City Council District 2,8/19/20,8:51:00,19,8,2020,8,Aug,8/19/20 8:00,,,,,,,no description provided
8440575,Portal,Odor,8/21/20 13:37,8/26/20 8:52,Archived,467 Danforth St,Strong gas odor just after Midnight from tanks in South Portland ,https://crm.seeclickfix.com/#/organizations/611/issues/8440575,43.64392799,-70.27482899,City Council District 2,8/21/20,13:37:00,21,8,2020,13,Aug,8/21/20 13:00,,,,,,,petroleum
8441598,Portal,Odor,8/21/20 16:31,8/26/20 8:52,Archived,467 Danforth St,Strong odor last night just after midnight from tanks in South Portland. Worse odor now at 4:30. All windows closed. Still smell it. Causing headaches. Am vacating house.,https://crm.seeclickfix.com/#/organizations/611/issues/8441598,43.64392799,-70.27482899,City Council District 2,8/21/20,16:31:00,21,8,2020,16,Aug,8/21/20 16:00,,,,,,,petroleum
8448474,iPhone,Odor,8/23/20 1:52,8/26/20 8:50,Archived,135 Spring St,Thick smell of oil / fuel vapors in the west end right now ..,https://crm.seeclickfix.com/#/organizations/611/issues/8448474,43.65258672,-70.26323333,"City Council District 2,City of Portland 032018,City of Portland (simplified to 10m),Downtown District 092618,Portland ME placeholder",8/23/20,1:52:00,23,8,2020,1,Aug,8/23/20 1:00,,,,,,,petroleum
8451350,Web - Desktop,Odor,8/23/20 21:13,8/26/20 8:50,Archived,Western Prom,Petroleum smell since before sundown which is still present,https://crm.seeclickfix.com/#/organizations/611/issues/8451350,43.644606,-70.27267969,City Council District 2,8/23/20,21:13:00,23,8,2020,21,Aug,8/23/20 21:00,,,,,,,petroleum
8460641,iPhone,Odor,8/25/20 6:06,8/26/20 8:47,Archived,198 Danforth St,Asphalt odor,https://crm.seeclickfix.com/#/organizations/611/issues/8460641,43.64828819,-70.26345057,City Council District 2,8/25/20,6:06:00,25,8,2020,6,Aug,8/25/20 6:00,,,,,,,petroleum
8460929,Web - Desktop,Odor,8/25/20 7:42,8/26/20 8:46,Archived,Dow St,"There is a strong odor of asphalt in the air on Dow Street this morning. This has been the case almost every morning for two weeks. The odor is clearly coming from the Mass-based company across the harbor in South Portland, and is only getting worse. It's time to crack down on Global Partners. They claimed they would do something about this a year ago but it is literally poisoning Portland's West End neighborhood. Spencer Thibodeau, what's the latest? And yes, by the way, asphalt is extremely dangerous to your health: https://www.cdc.gov/niosh/docs/2001-110/default.html",https://crm.seeclickfix.com/#/organizations/611/issues/8460929,43.6523147,-70.26870429,City Council District 2,8/25/20,7:42:00,25,8,2020,7,Aug,8/25/20 7:00,,,,,,,petroleum
8481127,iPhone,Odor,8/27/20 23:28,8/28/20 9:07,Archived,22 Marshall St,What is this smell tonight West End?  Not the normal tar smells — something like sulfur or some other food processing smell?  Anyone know what this stink is?,https://crm.seeclickfix.com/#/organizations/611/issues/8481127,43.6516459,-70.2724572,City Council District 2,8/27/20,23:28:00,27,8,2020,23,Aug,8/27/20 23:00,,,,,,,petroleum
8502817,iPhone,Odor,8/31/20 20:45,9/1/20 8:24,Archived,380 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/8502817,43.6445117,-70.2708504,City Council District 2,8/31/20,20:45:00,31,8,2020,20,Aug,8/31/20 20:00,,,,,,,no description provided
8517698,iPhone,Odor,9/2/20 22:02,9/4/20 8:36,Archived,380 Danforth St,Asphalt smell is headache inducing.  Southerly wind.  Two tankers in the harbor including Iver Prosperity.  ,https://crm.seeclickfix.com/#/organizations/611/issues/8517698,43.64468763,-70.27107526,City Council District 2,9/2/20,22:02:00,2,9,2020,22,Sep,9/2/20 22:00,,,,,,,petroleum
8568651,Portal,Odor,9/12/20 1:16,9/15/20 9:53,Archived,77 Pine St,"Petrochemical, asphalt odor wafting through the open windows. Very strong.",https://crm.seeclickfix.com/#/organizations/611/issues/8568651,43.6506683,-70.26975632,City Council District 2,9/12/20,1:16:00,12,9,2020,1,Sep,9/12/20 1:00,,,,,,,petroleum
8587624,Portal,Odor,9/15/20 14:47,9/16/20 10:34,Archived,52 Bramhall St,"We have lived in Portland for a little over two months now. I love everything about this city, with the exception of this irregularly occurring, but potent odor. It reeks of Diesel fuel or Tar. It is so strong that it causes us to have headaches and nausea. I know there are a lot of large tanks on the South Portland side of the rive, but I can't believe no one is addressing the issue. We moved here from Atlanta, GA, and even with all its faults, they wouldn't allow potent and noxious chemicals to infiltrate every neighborhood in the city. What is being done to remedy this situation?",https://crm.seeclickfix.com/#/organizations/611/issues/8587624,43.653306,-70.27399902,City Council District 2,9/15/20,14:47:00,15,9,2020,14,Sep,9/15/20 14:00,,,,,,,petroleum
